B000944,Sherrod Brown
G000320,Albert Gore
G000348,Bernard Grabowski
G000450,Stanley Greigg
G000454,George Grider
H000013,Harlan Hagen
H000173,John Hansen
H000249,Oren Harris
H000310,Ralph Harvey
H000720,Spessard Holland
H001001,Joseph Huot
J000098,William Jennings
J000151,Jed Johnson
J000246,Paul Jones
K000114,Robert Kennedy
K000130,Eugene Keogh
K000199,David King
K000326,Paul Krebs
K000341,John Kunkel
L000326,John Lindsay
L000458,Rodney Love
M000022,James MacKay
M000026,John Mackie
M000182,James Martin
M000191,Joseph Martin
M000253,Donald Matthews
M000311,Eugene McCarthy
M000418,Harris McDowell
M000459,Thomas McGrath
M000610,Roy McVicker
M000836,Walter Moeller
M000995,James Morrison
M001092,George Murphy
M001114,Thomas Murray
O000015,Leo O’Brien
O000084,Alec Olson
P000552,Winston Prouty
R000003,John Race
R000107,Rolland Redlin
R000282,Ralph Rivers
R000404,Walter Rogers
R000426,James Roosevelt
R000525,Donald Russell
S000128,Darwin Schisler
S000131,John Schmidhauser
S000184,Ralph Scott
S000219,Robert Secrest
S000243,George Senner
S000401,Carlton Sickles
S000554,Howard Smith
S000782,Lynn Stalbaum
S001103,Robert Sweeney
T000156,Albert Thomas
T000178,Lera Thomas
T000198,Clark Thompson
T000218,Theo Thompson
T000294,Paul Todd
T000297,Herman Toll
T000373,James Trimble
T000411,Stanley Tupper
T000436,James Tuten
T000445,Joseph Tydings
V000109,Weston Vivian
W000065,Prentiss Walker
W000290,Charles Weltner
W000362,Compton White
W000518,John Williams
Y000006,Ralph Yarborough
Y000053,Stephen Young
S000739,William Spong
A000161,Gordon Allott
A000186,Clinton Anderson
A000223,Robert Ashmore
B000201,Edward Bartlett
B000593,James Boggs
B000607,Frances Bolton
C000758,John Cooper
C001014,Thomas Curtis
E000112,Allen Ellender
F000137,Paul Fino
F000233,John Fogarty
G000055,James Gardner
G000098,Ezekiel Gathings
H000081,Charles Halleck
H000197,Porter Hardy
H000237,Fred Harris
H000278,William Harrison
H000530,Albert Herlong
H000717,Elmer Holland
I000039,Donald Irwin
J000267,Benjamin Jordan
J000269,Leonard Jordan
K000013,Frank Karsten
K000070,Edna Kelly
K000196,Cecil King
K000318,Horace Kornegay
K000343,Theodore Kupferman
M000011,Hervey Machen
M000730,Jack Miller
M000892,Arch Moore
M000990,Thomas Morris
M001074,Abraham Multer
M001078,Karl Mundt
O000053,Barratt O’Hara
P000405,Santiago Polanco-Abreu
P000426,Joe Pool
R000164,Joseph Resnick
R000187,George Rhodes
R000536,Richard Russell
S000232,Armistead Selden
S000560,James Smith
S000590,Margaret Smith
T000128,Herbert Tenzer
T000395,William Tuck
W000049,E. Walker
W000410,Basil Whitener
W000517,John Williams
W000559,Edwin Willis
Y000060,Jesse Younger
C000721,Marlow Cook
G000282,Charles Goodell
A000024,Edwin Adair
A000062,George Aiken
A000229,William Ayres
B000239,William Bates
B000241,James Battin
B000384,Wallace Bennett
B000416,Ellis Berry
B000436,Alan Bible
B001155,Laurence Burton
B001201,Daniel Button
C000019,William Cahill
C000596,Jeffery Cohelan
C000823,William Cowger
C000869,William Cramer
C000991,Glenn Cunningham
D000001,Emilio Daddario
D000158,William Dawson
D000239,Robert Denney
D000409,Peter Dominick
E000211,Samuel Ervin
E000266,Robert Everett
F000012,George Fallon
F000015,Leonard Farbstein
F000060,Michael Feighan
F000272,Edgar Foreman
F000384,Samuel Friedel
F000401,James Fulbright
G000175,Jacob Gilbert
G000531,Edward Gurney
H000922,Harold Hughes
J000108,Charles Joelson
K000244,Michael Kirwan
K000264,Thomas Kleppe
L000024,Melvin Laird
L000069,Odin Langen
L000344,Glenard Lipscomb
L000477,Allard Lowenstein
M000010,Clark MacGregor
M000148,John Marsh
M000273,Catherine May
M000318,Richard McCarthy
M000364,John McCormack
M000530,Martin McKneally
M000667,Thomas Meskill
M000832,Chester Mize
M001104,William Murphy
O000090,Maston O’Neal
O000083,Arnold Olsen
P000303,Philip Philbin
P000415,Howard Pollock
P000477,Adam Powell
R000152,Benjamin Reifel
R000159,Edwin Reinecke
R000280,Lucius Rivers
R000389,Byron Rogers
R000420,Daniel Ronan
R000464,Richard Roudebush
R000508,Donald Rumsfeld
S000096,William Saxbe
S000108,Henry Schadeberg
S000602,Ralph Smith
S000769,William St. Onge
U000034,James Utt
W000192,George Watkins
W000197,Albert Watson
W000671,John Wold
N000116,Richard Nixon
A000002,Watkins Abbitt
A000016,Thomas Abernethy
A000203,William Anderson
A000205,Elizabeth Andrews
A000206,George Andrews
A000225,Wayne Aspinall
B000141,Walter Baring
B000272,John Beall
B000315,Nicholas Begich
B000323,Page Belcher
B000426,Jackson Betts
B000548,Leonard Blanton
B000594,Thomas Boggs
B000676,Frank Bow
B000851,William Brock
B001026,James Buckley
B001212,James Byrne
B001216,John Byrnes
C000002,Earle Cabell
C000017,Patrick Caffery
C000153,Cliffard Carlson
C000264,Emanuel Celler
C000645,William Colmer
C000702,William Conover
C000772,Robert Corbett
C000997,William Curlin
C000775,Jorge Córdova Díaz
D000462,John Dow
D000467,John Dowdy
D000587,Florence Dwyer
E000054,Edmond Edmondson
E000067,Edwin Edwards
F000013,Paul Fannin
F000245,Hiram Fong
F000422,James Fulton
G000015,Nick Galifianakis
G000016,Cornelius Gallagher
G000034,David Gambrell
G000071,Edward Garmatz
G000458,Charles Griffin
H000010,George Hagan
H000049,Durward Hall
H000085,Seymour Halpern
H000291,Philip Hart
H000297,Rupert Hartke
H000566,Louise Hicks
H000875,Roman Hruska
H000947,William Hull
J000206,Charles Jonas
K000038,James Kee
K000053,Hastings Keith
K000351,John Kyl
L000240,Alton Lennon
L000333,Arthur Link
L000382,Sherman Lloyd
L000429,Speedy Long
M000113,Michael Mansfield
M000393,William McCulloch
M000410,Jack McDonald
M000445,Gale McGee
M000513,James McKevitt
M000568,John McMillan
M000727,George Miller
M000847,John Monagan
M000876,Joseph Montoya
M001009,Frank Morse
M001021,Rogers Morton
M001033,Frank Moss
O000058,Alvin O’Konski
P000100,John Pastore
P000196,Thomas Pelly
P000366,Alexander Pirnie
P000401,Richard Poff
P000559,Roman Pucinski
P000569,Graham Purcell
R000143,Charlotte Reid
R000562,William Ryan
S000133,John Schmitz
S000161,Frederick Schwengel
S000174,Hugh Scott
S000545,H. Smith
S000756,William Springer
S001136,William Symington
T000010,Robert Taft
T000134,John Terry
T000217,Standish Thompson
T000410,John Tunney
W000212,John Watts
W000320,John Whalley
E000068,Elaine Edwards
A000017,James Abourezk
A000216,Leslie Arends
B000069,LaMar Baker
B000200,Dewey Bartlett
B000506,Benjamin Blackburn
B000550,John Blatnik
B000771,Frank Brasco
B000778,William Bray
B000871,Edward Brooke
B000893,Donald Brotzman
B000967,Joel Broyhill
C000073,John Camp
C000143,Hugh Carey
C000220,Clifford Case
C000275,Charles Chamberlain
C000431,Frank Clark
C000448,Richard Clark
C000629,Harold Collier
C000637,George Collins
C000925,Paul Cronin
C001006,Carl Curtis
D000102,Glenn Davis
D000122,John Davis
D000220,John Dellenback
D000234,Frank Denholm
D000241,David Dennis
D000419,Harold Donohue
D000434,William Dorn
D000523,Thaddeus Dulski
E000018,James Eastland
F000152,Ovie Fisher
F000371,Peter Frelinghuysen
F000388,Harold Froehlich
G000144,Thomas Gettys
G000290,George Goodling
G000387,Ella Grasso
G000407,Edith Green
G000465,Robert Griffin
G000471,Martha Griffiths
G000495,Harold Gross
G000504,James Grover
G000512,Charles Gubser
G000528,William Gunter
H000164,Richard Hanna
H000168,Robert Hanrahan
H000170,Clifford Hansen
H000174,Julia Hansen
H000175,Orval Hansen
H000306,James Harvey
H000317,Floyd Haskell
H000346,William Hathaway
H000692,Lawrence Hogan
H000713,Chester Holifield
H000802,Craig Hosmer
H000897,Robert Huber
H000906,William Hudnut
H000972,John Hunt
K000037,William Keating
K000195,Carleton King
K000348,Dan Kuykendall
K000356,Peter Kyros
L000049,Earl Landgrebe
M000070,William Mailliard
M000078,Richard Mallary
M000121,Joseph Maraziti
M000175,David Martin
M000242,Robert Mathias
M000286,Wiley Mayne
M000332,John McClellan
M000486,Thomas McIntyre
M000603,Clem McSpadden
M000671,Lee Metcalf
M000779,William Mills
M000799,William Minshall
M000833,Wilmer Mizell
M000851,Walter Mondale
N000028,Ancher Nelsen
P000166,James Pearson
P000399,Bertram Podell
P000485,Walter Powell
P000528,Robert Price
R000065,John Rarick
R000150,Ogden Reid
R000357,Howard Robison
R000422,Angelo Roncallo
R000424,John Rooney
R000484,William Roy
R000545,Earl Ruth
S000045,Charles Sandman
S000102,John Saylor
S000121,William Scherle
S000189,William Scott
S000383,Richard Shoup
S000548,Henry Smith
S000701,John Sparkman
S000836,Robert Steele
S001037,Frank Stubblefield
T000109,Charles Teague
T000233,Vernon Thomson
T000265,Robert Tiernan
T000321,David Towell
V000093,Victor Veysey
W000035,Jerome Waldie
W000147,John Ware
W000445,William Widnall
W000525,Lawrence Williams
W000778,Wendell Wyatt
Y000035,Edward Young
Y000052,Samuel Young
Z000010,Roger Zion
Z000016,John Zwach
W000782,Louis Wyman
F000260,Gerald Ford
A000018,Bella Abzug
A000073,Carl Albert
A000127,James Allen
B000178,William Barrett
B000254,Birch Bayh
B000330,Alphonzo Bell
B000351,Henry Bellmon
B000362,Jaime Benítez
B000451,Edward Biester
C000228,Robert Casey
C000388,Frank Church
C000409,Donald Clancy
C000682,John Conlan
C000802,Norris Cotton
C000979,John Culver
D000041,Dominick Daniels
D000474,Thomas Downing
D000574,John Durkin
E000213,Marvin Esch
E000214,Edwin Eshleman
E000273,Joseph Evins
F000424,Richard Fulton
G000388,Maurice Gravel
G000420,William Green
G000513,Gilbert Gude
H000041,James Haley
H000073,Tim Hall
H000327,James Hastings
H000392,Philip Hayes
H000408,Wayne Hays
H000438,Kenneth Hechler
H000465,Henry Helstoski
H000479,David Henderson
H000563,Floyd Hicks
H000638,Andrew Hinshaw
H000851,Allan Howe
H000965,William Hungate
H001011,J. Hutchinson
H000437,Felix Hébert
J000057,John Jarman
J000064,Jacob Javits
J000115,Albert Johnson
J000248,Robert Jones
K000014,Joseph Karth
K000273,John Kluczynski
L000054,Phillip Landrum
L000360,Jerry Litton
M000005,Torbert Macdonald
M000039,Ray Madden
M000053,Warren Magnuson
M000349,John McCollister
M000452,George McGovern
M000686,Edward Mezvinsky
M000778,Wilbur Mills
M000956,Robert Morgan
M000958,Thomas Morgan
M001031,Charles Mosher
N000033,Gaylord Nelson
O000055,James O’Hara
P000098,Otto Passman
P000103,John Patman
P000272,Jerry Pettis
R000041,William Randall
R000134,Thomas Rees
R000191,Abraham Ribicoff
R000467,John Roush
S000135,Herman Schneebeli
S000159,Richard Schweiker
S000388,Garner Shriver
S000803,James Stanton
S000841,Alan Steelman
S000846,Sam Steiger
S000860,Robert Stephens
S000890,Adlai Stevenson
S000962,Richard Stone
S001039,Williamson Stuckey
S001057,Leonor Sullivan
S001134,James Symington
T000022,Burt Talcott
T000035,Herman Talmadge
T000099,Roy Taylor
V000029,Richard Vander Veen
V000098,Joseph Vigorito
Y000047,Milton Young
D000558,Pierre du Pont
A000202,Wendell Anderson
A000118,Clifford Allen
A000177,Joseph Ammerman
B000025,Herman Badillo
B000408,Robert Bergland
B000567,Michael Blouin
B000788,John Breckinridge
B000917,Garry Brown
B001091,J. Burke
B001092,James Burke
B001102,Yvonne Burke
B001111,Omar Burleson
B001209,Harry Byrd
B001221,Goodloe Byron
C000120,Howard Cannon
C000137,Bruce Caputo
C000164,Charles Carney
C000263,Elford Cederberg
C000476,Delwin Clawson
C000782,Robert Cornell
C000787,David Cornwell
C000992,John Cunningham
D000211,James Delaney
D000255,John Dent
E000096,Joshua Eilberg
E000240,Frank Evans
F000218,Walter Flowers
F000229,John Flynt
F000350,Donald Fraser
F000381,Louis Frey
G000036,Robert Gammage
H000166,Mark Hannaford
H000230,Michael Harrington
H000384,Samuel Hayakawa
H000675,Kaneaster Hodges
H000953,Hubert Humphrey
J000266,Barbara Jordan
K000153,William Ketchum
K000162,Martha Keys
K000302,Edward Koch
K000325,John Krebs
L000561,Joseph LeFante
L000221,Robert Leggett
M000065,George Mahon
M000105,James Mann
M000436,John McFall
M000626,Lloyd Meeds
M000675,Ralph Metcalfe
M000685,Helen Meyner
M000708,Dale Milford
M001035,John Moss
M001121,Edmund Muskie
M001128,Gary Myers
N000113,Robert Nix
P000134,Edward Pattison
P000273,Shirley Pettis
P000348,Otis Pike
P000398,William Poage
Q000010,Albert Quie
R000268,Theodore Risenhoover
R000401,Paul Rogers
R000421,Teno Roncalio
R000423,Frederick Rooney
R000512,Philip Ruppe
R000558,Leo Ryan
S000062,Ronald Sarasin
S000132,Harrison Schmitt
S000367,George Shipley
S000406,Robert Sikes
S000454,Bernice Sisk
S000472,Joe Skubitz
S000844,Newton Steers
S000847,William Steiger
T000110,Olin Teague
T000234,Charles Thone
T000310,Richard Tonry
T000400,James Tucker
W000018,Joseph Waggonner
W000107,William Walsh
W000317,Charles Whalen
W000448,Charles Wiggins
W000502,Harrison Williams
Y000028,Andrew Young
Y000043,John Young
A000139,Maryon Allen
H000344,Paul Hatfield
H000956,Muriel Humphrey
S000907,Donald Stewart
A000170,Jerome Ambro
A000195,John Anderson
A000222,Thomas Ashley
B000063,Howard Baker
B000083,Alvin Baldus
B000244,Robert Bauman
B000279,Edward Beard
B000736,John Brademas
B001008,John Buchanan
B001113,William Burlison
C000201,Tim Carter
C000261,John Cavanaugh
C000512,James Cleveland
C000780,James Corman
D000125,Mendel Davis
D000279,Samuel Devine
D000344,Charles Diggs
D000499,Robert Drinan
D000537,Robert Duncan
E000035,Robert Eckhardt
E000254,Melvin Evans
F000151,Joseph Fisher
F000209,Daniel Flood
G000151,Robert Giaimo
G000515,Vonno Gudger
H000158,James Hanley
H000241,Herbert Harris
H000281,William Harsha
H000752,Elizabeth Holtzman
H000905,Walter Huddleston
H001013,John Hutchinson
I000001,Richard Ichord
J000099,John Jenrette
J000101,Roger Jepsen
J000135,Harold Johnson
J000148,James Johnson
K000077,Richard Kelly
L000167,Anthony Leach
L000379,James Lloyd
M000058,Gene Maguire
M000244,Marvin Mathis
M000365,Mike McCormack
M000433,Robert McEwen
M000490,Koln McKay
M000703,Abner Mikva
M000930,William Moorhead
M001098,John Murphy
M001101,Morgan Murphy
M001123,Raphael Musto
M001132,Michael Myers
N000019,Lucien Nedzi
P000106,Edward Patten
P000222,Charles Percy
P000520,Lunsford Preyer
R000046,Jennings Randolph
R000312,Herbert Roberts
R000489,William Royer
R000510,Harold Runnels
S000070,David Satterfield
S000217,Keith Sebelius
S000473,John Slack
S000716,Gladys Spellman
S000772,Edward Stack
S000778,Harley Staggers
S000829,Thomas Steed
S000902,Bennett Stewart
T000200,Frank Thompson
T000322,John Tower
T000362,David Treen
T000393,Paul Tsongas
U000004,Albert Ullman
V000024,Lionel Van Deerlin
V000047,Charles Vanik
W000571,Charles Wilson
W000610,Robert Wilson
W000680,Lester Wolff
W000777,Joseph Wyatt
W000780,John Wydler
A000009,James Abdnor
A000208,Mark Andrews
A000220,Jean Ashbrook
A000221,John Ashbrook
A000329,Eugene Atkinson
B000029,Louis Bafalis
B000037,Donald Bailey
B000047,R. Bailey
B000280,Robin Beard
B000358,Cleveland Benedict
B000363,Adam Benjamin
B000472,Jonathan Bingham
B000538,James Blanchard
B000605,Richard Bolling
B000682,David Bowen
B000839,Jack Brinkley
B000862,William Brodhead
B000910,Clarence Brown
B001080,Clair Burgener
B001153,John Burton
B001182,Manley Butler
C000158,Gregory Carman
C000371,Shirley Chisholm
C000475,Donald Clausen
C000638,James Collins
C000799,William Cotter
C000845,James Coyne
D000037,Robert Daniel
D000043,George Danielson
D000231,Lawrence DeNardis
D000183,Huey Deckard
D000259,Jeremiah Denton
D000269,Edward Derwinski
D000446,Charles Dougherty
D000548,James Dunn
E000004,Thomas Eagleton
E000017,John East
E000175,David Emery
E000198,Arlen Erdahl
E000208,Allen Ertel
E000233,Billy Evans
E000239,David Evans
E000258,Thomas Evans
F000040,John Fary
F000078,Millicent Fenwick
F000123,Paul Findley
F000161,Floyd Fithian
F000319,Lawrence Fountain
G000226,Ronald Ginn
G000267,Barry Goldwater
G000268,Barry Goldwater
G000480,Wayne Grisham
G000537,Tennyson Guyer
H000012,Thomas Hagedorn
H000287,Gary Hart
H000374,Paula Hawkins
H000440,Margaret Heckler
H000641,Jon Hinson
H000719,Kenneth Holland
H000722,Harold Hollenbeck
J000074,James Jeffries
J000200,Walter Johnston
L000148,Paul Laxalt
L000547,John LeBoutillier
L000187,Raymond Lederer
L000192,Gary Lee
L000428,Russell Long
M000136,Marc Marks
M000241,Charles Mathias
M000257,Mack Mattingly
M000260,James Mattox
M000340,Robert McClory
M000343,Paul McCloskey
M000808,Donald Mitchell
M000839,Anthony Moffett
M000845,Robert Mollohan
M001044,Ronald Mottl
N000005,John Napier
N000027,James Nelligan
P000280,Peter Peyser
R000012,Thomas Railsback
R000165,Henry Reuss
R000188,John Rhodes
R000232,Frederick Richmond
R000308,Clint Roberts
R000469,John Rousselot
S000058,James Santini
S000282,Robert Shamansky
S000514,Albert Smith
S000579,Joseph Smith
S000804,John Stanton
S000818,David Staton
S000935,David Stockman
W000121,William Wampler
W000235,Edward Weber
W000390,Richard White
Z000002,Leo Zeferetti
B000756,Nicholas Brady
A000076,Donald Albosta
A000207,Ike Andrews
B000422,Edwin Bethune
B000845,Charles Britt
B001156,Phillip Burton
C000356,Lawton Chiles
C000666,Barber Conable
C000773,Thomas Corcoran
C000788,Baltasar Corrada-del Río
C000871,Daniel Crane
D000017,Norman D’Amours
E000084,William Edwards
E000204,John Erlenborn
E000236,Daniel Evans
F000088,Geraldine Ferraro
F000286,Edwin Forsythe
H000058,Katie Hall
H000144,Kent Hance
H000171,George Hansen
H000269,Frank Harrison
H000439,Jacob Hecht
H000582,Jack Hightower
J000013,Henry Jackson
K000025,Abraham Kazen
K000304,Raymond Kogovsek
L000265,Elliott Levitas
L000413,Clarence Long
M000143,David Marriott
M000183,James Martin
M000413,Lawrence McDonald
M000589,James McNulty
M000635,John Melcher
M000796,Joseph Minish
O000134,Richard Ottinger
P000104,William Patman
P000121,Jerry Patterson
P000230,Carl Perkins
P000546,Joel Pritchard
P000553,William Proxmire
R000067,William Ratchford
R000337,James Robinson
R000442,Benjamin Rosenthal
S000087,Harold Sawyer
S000286,James Shannon
S000776,Robert Stafford
S000852,John Stennis
T000367,Paul Trible
V000026,Tommy Vandergriff
W000180,Harold Washington
W000253,Lowell Weicker
W000528,Lyle Williams
W000636,Edward Winn
W000686,Antonio Won Pat
Z000001,Clement Zablocki
Z000013,Edward Zorinsky
A000052,Joseph Addabbo
A000219,William Armstrong
B000160,Michael Barnes
B000298,Berkley Bedell
B000647,Rudolph Boschwitz
C000079,Carroll Campbell
C000165,William Carney
C000322,Eugene Chappie
C000555,William Cobey
E000033,Fred Eckert
E000043,Robert Edgar
E000259,Thomas Evans
F000102,Bobbi Fiedler
F000347,William Franklin
F000430,Don Fuqua
G000499,John Grotberg
H000070,Sam Hall
H000302,Thomas Hartnett
H000449,Cecil Heftel
H000490,William Hendon
H000624,Elwood Hillis
H000747,Marjorie Holt
H000951,Gordon Humphrey
J000232,James Jones
K000190,Thomas Kindness
K000322,Kenneth Kramer
L000396,Thomas Loeffler
L000411,Catherine Long
L000417,Gillis Long
L000516,Stanley Lundine
M000346,James McClure
M000512,John McKernan
M000826,Parren Mitchell
M000860,David Monson
M000923,William Moore
O000010,George O’Brien
O000098,Thomas O’Neill
R000495,Eldon Rudd
S000230,John Seiberling
S000409,Mark Siljander
S000669,Marion Snyder
S000991,Michael Strang
W000038,Alton Waldon
W000227,James Weaver
W000406,George Whitehurst
W000419,Charles Whitley
Y000051,Robert Young
Z000014,Edwin Zschau
S000055,James Sanford
B000966,James Broyhill
A000031,Brockman Adams
B000024,Robert Badham
B000432,Mario Biaggi
B000600,Edward Boland
B000615,William Boner
